taxa_name	pectoral_fin	pelvic_fin	pectoral_inferred	pelvic_inferred	pectoral_propagated	pelvic_propagated	paired_fin
Odontostomias micropogon	?	1	?	1	0	1	3
Psettina profunda	1	1	1	1	1	1	3
Symphurus diomedeanus	0	0	0	0	1	1	0
Cirrhilabrus beauperryi	1	1	2	2	1	1	3
Gibberichthys latifrons	?	1	?	2	0	1	3
Spatuloricaria puganensis	1	?	2	?	1	0	3
Paraliparis bullacephalus	1	0	1	0	1	1	2
Gambusia amistadensis	1	?	2	?	1	0	3
Halicampus dunckeri	?	0	?	0	0	1	2
Saurida argentea	?	1	?	2	0	1	3
Neoarius pectoralis	1	1	2	2	0	0	3
Sturisoma frenatum	1	?	2	?	1	0	3
Tatia boemia	1	?	2	?	0	0	3
Blenniella cyanostigma	1	?	1	?	1	0	3
Syngnathus macrobrachium	?	0	?	0	0	1	2
Trichomycterus nigricans	1	?	1	?	1	0	3
Chionodraco rastrospinosus	1	1	2	2	0	0	3
Uropterygius fasciolatus	0	0	0	0	1	1	0
Pareiorhaphis mutuca	1	?	2	?	1	0	3
Paraliparis kreffti	1	0	1	0	1	1	2
Hydrocynus forskahlii	1	1	2	2	0	0	3
Pseudochromis omanensis	1	1	1	1	1	1	3
Rhamdella longiuscula	1	1	2	2	0	0	3
Gonialosa whiteheadi	1	?	1	?	1	0	3
Chaenophryne ramifera	1	0	1	0	1	1	2
Bellator ribeiroi	1	?	1	?	1	0	3
Lepidotrigla calodactyla	1	?	1	?	1	0	3
Pellonula vorax	1	?	1	?	1	0	3
Pangasius djambal	1	?	2	?	1	0	3
Tenualosa toli	1	?	1	?	1	0	3
Sprattus muelleri	1	?	1	?	1	0	3
Fundulus saguanus	1	?	2	?	1	0	3
Trichomycterus jacupiranga	1	?	1	?	1	0	3
Grammatobothus polyophthalmus	1	1	1	1	1	1	3
Takifugu xanthopterus	1	1	1	2	1	1	3
Cinetodus conorhynchus	1	1	2	2	0	0	3
Chasmistes brevirostris	?	1	?	2	0	0	3
Cranoglanis bouderius	1	1	2	2	0	0	3
Hemisilurus heterorhynchus	1	?	1	?	1	0	3
Thymallus thymallus	1	1	2	2	0	0	3
Ilisha melastoma	1	1	1	1	1	0	3
Perrunichthys perruno	1	?	2	?	1	0	3
Myctophum nitidulum	?	1	?	2	0	1	3
Imparfinis nemacheir	1	1	2	2	0	0	3
Zaireichthys camerunensis	1	1	2	2	1	0	3
Pseudotriacanthus strigilifer	1	1	2	1	0	0	3
Rhabdoblennius ellipes	1	?	1	?	1	0	3
Corymbophanes kaiei	1	1	2	2	0	0	3
Lycenchelys remissaria	1	?	1	?	1	0	3
Moringua arundinacea	0	0	0	0	1	1	0
Artedius lateralis	1	?	1	?	1	0	3
Melanorivulus apiamici	1	?	1	?	1	0	3
Symphurus maldivensis	0	0	0	0	1	1	0
Hypostomus uruguayensis	1	?	2	?	1	0	3
Trigla lyra	1	?	1	?	1	0	3
Ageneiosus militaris	1	?	2	?	1	0	3
Diaphus theta	?	1	?	2	0	1	3
Myersglanis blythii	1	?	2	?	1	0	3
Stethojulis bandanensis	1	?	1	?	1	0	3
Prionurus scalprum	1	1	1	1	1	1	3
Bodianus masudai	1	?	1	?	1	0	3
Anarhichas denticulatus	1	0	1	0	1	1	2
Rhinichthys osculus	1	1	2	2	0	0	3
Pterygotrigla picta	1	?	1	?	1	0	3
Sternarchorhynchus curvirostris	1	0	1	0	1	1	2
Asterorhombus cocosensis	1	1	1	1	1	1	3
Halieutaea retifera	1	?	2	?	1	0	3
Chlorophthalmus brasiliensis	?	1	?	2	0	1	3
Clariallabes attemsi	1	?	1	?	1	0	3
Allocareproctus jordani	1	?	1	?	1	0	3
Rhynchactis macrothrix	1	0	1	0	1	1	2
Stephanolepis cirrhifer	1	0	1	0	1	1	2
Heterocheirodon yatai	?	1	?	2	0	1	3
Xenocephalus elongatus	1	?	2	?	1	0	3
Aphanius sureyanus	1	?	1	?	1	0	3
Brevoortia patronus	1	?	1	?	1	0	3
Cirrhilabrus temminckii	1	1	2	2	1	1	3
Rineloricaria anitae	1	?	2	?	1	0	3
Algansea barbata	1	1	2	2	0	0	3
Corydoras metae	1	?	2	?	0	0	3
Stichaeus punctatus	1	?	1	?	1	0	3
Ancistrus maculatus	1	?	2	?	1	0	3
Hypsopanchax catenatus	1	?	2	?	1	0	3
Adontosternarchus nebulosus	1	0	1	0	1	1	2
Cynolebias attenuatus	1	?	1	?	1	0	3
Liparis ochotensis	1	?	1	?	1	0	3
Bodianus unimaculatus	1	?	1	?	1	0	3
Arnoglossus dalgleishi	1	1	1	1	1	1	3
Catostomus bernardini	?	1	?	2	0	0	3
Aphyosemion riggenbachi	1	?	2	?	1	0	3
Astronesthes psychrolutes	?	1	?	1	0	1	3
Anguilla obscura	1	0	1	0	1	1	2
Bellingshausenia olasoi	1	?	1	?	1	0	3
Lycodes cortezianus	1	?	1	?	1	0	3
Atherinomorus stipes	?	1	?	2	0	0	3
Cirrhilabrus joanallenae	1	1	2	2	1	1	3
Nemadoras humeralis	1	?	2	?	1	0	3
Hippocampus mohnikei	?	0	?	0	0	1	2
Neoodax balteatus	1	?	1	?	1	0	3
Trachinotus carolinus	1	?	1	?	1	0	3
Bellator farrago	1	?	1	?	1	0	3
Pareiorhina brachyrhyncha	1	?	2	?	1	0	3
Lamontichthys parakana	1	?	2	?	1	0	3
Acanthurus sohal	1	1	1	1	1	1	3
Aphyosemion fulgens	1	?	2	?	1	0	3
Trichomycterus duellmani	1	?	1	?	1	0	3
Acestridium martini	1	?	2	?	1	0	3
Astronesthes formosana	?	1	?	1	0	1	3
Careproctus lacmi	1	?	1	?	1	0	3
Squaliforma horrida	1	?	2	?	1	0	3
Brachionichthys hirsutus	1	?	2	?	1	0	3
Lycenchelys cicatrifer	1	?	1	?	1	0	3
Synodontis nummifer	1	?	2	?	1	0	3
Omobranchus punctatus	1	?	1	?	1	0	3
Chrysichthys ornatus	1	1	2	2	0	0	3
Notoliparis macquariensis	1	?	1	?	1	0	3
Eutelichthys leptochirus	1	?	1	?	1	0	3
Cetichthys parini	1	0	2	0	1	1	2
Lebiasina bimaculata	1	1	2	1	0	0	3
Loricariichthys nudirostris	1	?	2	?	1	0	3
Malthopsis mitrigera	1	?	2	?	1	0	3
Microphis retzii	?	0	?	0	0	1	2
Bathophilus kingi	?	1	?	1	0	1	3
Rhynchocypris percnurus	1	?	2	?	1	0	3
Sternopygus obtusirostris	1	0	1	0	1	1	2
Glyptothorax quadriocellatus	1	?	2	?	1	0	3
Glyptothorax longjiangensis	1	?	2	?	1	0	3
Suezichthys bifurcatus	1	?	1	?	1	0	3
Ecsenius melarchus	1	?	1	?	1	0	3
Acanthaluteres spilomelanurus	1	0	1	0	1	1	2
Chilodus punctatus	1	1	2	1	0	0	3
Serrivomer bertini	1	0	1	0	1	1	2
Lepidotrigla pleuracanthica	1	?	1	?	1	0	3
Heptapterus sympterygium	1	1	2	2	0	0	3
Halieutaea indica	1	?	2	?	1	0	3
Megalocentor echthrus	1	?	1	?	1	0	3
Linophryne bicornis	1	0	1	0	1	1	2
Hypostomus paucimaculatus	1	?	2	?	1	0	3
Pareuchiloglanis tamduongensis	1	?	2	?	1	0	3
Cynopoecilus nigrovittatus	1	?	1	?	1	0	3
Cirrhimuraena tapeinoptera	?	0	?	0	0	1	2
Pseudochromis steenei	1	1	1	1	1	1	3
Ancylopsetta cycloidea	1	?	2	?	1	0	3
Synodontis robertsi	1	?	2	?	1	0	3
Muraena pavonina	0	0	0	0	1	1	0
Xiphophorus couchianus	1	?	2	?	1	0	3
Alloblennius jugularis	1	?	1	?	1	0	3
Lepidotrigla papilio	1	?	1	?	1	0	3
Atopochilus savorgnani	1	1	2	2	0	0	3
Corydoras seussi	1	?	2	?	1	0	3
Aphyosemion batesii	1	?	2	?	1	0	3
Lestidiops indopacifica	1	1	2	2	1	1	3
Ilisha obfuscata	1	?	1	?	1	0	3
Sarcoglanis simplex	1	?	1	?	1	0	3
Aseraggodes senoui	?	1	?	1	0	1	3
Wallago maculatus	1	?	1	?	1	0	3
Paraplagusia guttata	0	0	0	0	1	1	0
Pareuchiloglanis macrotrema	1	?	2	?	1	0	3
Diaphus wisneri	?	1	?	2	0	1	3
Callechelys maculatus	?	0	?	0	0	1	2
Scopelosaurus craddocki	?	1	?	2	0	1	3
Champsodon pantolepis	1	?	2	?	1	0	3
Zalieutes mcgintyi	1	?	2	?	1	0	3
Cordylancistrus daguae	1	?	2	?	1	0	3
Micronemacheilus pulcher	1	1	2	2	0	0	3
Gymnotus carapo	1	0	2	0	0	0	2
Imparfinis cochabambae	1	?	2	?	1	0	3
Rhinomuraena quaesita	0	0	0	0	1	1	0
Paratrachichthys macleayi	?	1	?	2	0	1	3
Hemiancistrus punctulatus	1	?	2	?	1	0	3
Trichonotus blochii	1	?	2	?	1	0	3
Oxyjulis californica	1	?	1	?	1	0	3
Rhabdolichops troscheli	1	0	2	0	0	0	2
Pseudochromis leucorhynchus	1	1	1	1	1	1	3
Synodontis contractus	1	1	2	2	0	0	3
Champsodon vorax	1	?	2	?	1	0	3
Lepidotrigla umbrosa	1	?	1	?	1	0	3
Chelonodon laticeps	1	1	1	2	1	1	3
Icelus gilberti	1	?	1	?	1	0	3
Campostoma ornatum	1	1	2	2	0	0	3
Glyptothorax laosensis	1	?	2	?	0	0	3
Microsternarchus bilineatus	1	0	2	0	0	0	2
Ecsenius dilemma	1	?	1	?	1	0	3
Schilbe grenfelli	1	1	1	2	1	0	3
Parapercis phenax	1	?	2	?	1	0	3
Liparis dubius	1	?	1	?	1	0	3
Stethojulis interrupta	1	?	1	?	1	0	3
Lestidiops cadenati	1	1	2	2	1	1	3
Bagrichthys majusculus	1	?	2	?	1	0	3
Acanthostracion quadricornis	1	0	1	0	1	0	2
Schistura fasciolata	1	1	2	2	0	0	3
Danio rerio	1	1	2	2	0	0	3
Gila seminuda	1	?	2	?	1	0	3
Aphyosemion gabunense	1	?	2	?	1	0	3
Balistoides conspicillum	1	1	1	2	1	1	3
Lycodonus vermiformis	1	?	1	?	1	0	3
Arnoglossus tenuis	1	1	1	1	1	1	3
Cottoperca trigloides	1	?	2	?	1	0	3
Erethistoides senkhiensis	1	?	2	?	1	0	3
Cyprinus pellegrini	?	1	?	2	0	1	3
Coelophrys bradburyae	1	?	2	?	1	0	3
Opisthopterus macrops	1	0	1	0	0	0	2
Noturus elegans	1	?	2	?	1	0	3
Leporinus agassizii	?	1	?	2	0	0	3
Centromochlus simplex	1	?	2	?	1	0	3
Alticus anjouanae	1	?	1	?	1	0	3
Kryptopterus macrocephalus	1	?	1	?	1	0	3
Syngnathus carinatus	?	0	?	0	0	1	2
Fundulus rathbuni	1	?	2	?	1	0	3
Pellona dayi	1	?	1	?	1	0	3
Eustomias monodactylus	?	1	?	1	0	1	3
Citharichthys arenaceus	1	?	2	?	1	0	3
Lycodes sigmatoides	1	?	1	?	1	0	3
Lycenchelys rassi	1	?	1	?	1	0	3
Sciades dowii	1	1	2	2	0	0	3
Trachydoras steindachneri	1	?	2	?	1	0	3
Bhanotia nuda	?	0	?	0	0	1	2
Corydoras oiapoquensis	1	?	2	?	1	0	3
Lycenchelys jordani	1	?	1	?	1	0	3
Pseudomystus breviceps	1	1	2	2	0	0	3
Halichoeres papilionaceus	1	?	1	?	1	0	3
Orestias luteus	1	?	1	?	1	0	3
Symphurus chabanaudi	0	0	0	0	1	1	0
Gigantactis watermani	1	0	1	0	1	1	2
Schilbe angolensis	1	?	1	?	1	0	3
Lophodiodon calori	1	0	1	0	1	1	2
Anoplarchus purpurescens	1	?	1	?	1	0	3
Solea elongata	?	1	?	1	0	1	3
Notropis shumardi	1	1	2	2	0	0	3
Labroides bicolor	1	?	1	?	1	0	3
Pegusa nasuta	?	1	?	1	0	1	3
Synodontis macrostoma	1	?	2	?	1	0	3
Synodus lucioceps	?	1	?	2	0	1	3
Paraplagusia blochii	0	0	0	0	1	1	0
Benthosema panamense	?	1	?	2	0	1	3
Cephalosilurus albomarginatus	1	?	2	?	0	0	3
Antennarius biocellatus	1	1	1	1	1	1	3
Poecilia dauli	1	?	2	?	1	0	3
Dionda episcopa	1	?	2	?	1	0	3
Porochilus meraukensis	1	1	2	2	1	0	3
Pseudobagarius hardmani	1	?	2	?	1	0	3
Hemipsilichthys nimius	1	?	2	?	1	0	3
Cathorops agassizii	1	?	2	?	1	0	3
Thamnaconus arenaceus	1	0	1	0	1	1	2
Macrotocinclus affinis	1	?	2	?	1	0	3
Porocottus japonicus	1	?	1	?	1	0	3
Ancistrus variolus	1	?	2	?	1	0	3
Astyanax gisleni	1	?	2	?	1	0	3
Lamprogrammus fragilis	1	0	1	0	0	0	2
Triacanthus nieuhofii	1	1	2	2	1	1	3
Cirrhilabrus sanguineus	1	1	2	2	1	1	3
Exallodontus aguanai	1	1	2	2	1	0	3
Batrachoides surinamensis	1	1	2	2	1	1	3
Fundulopanchax robertsoni	1	?	2	?	1	0	3
Halieutopsis galatea	1	?	2	?	1	0	3
Paraliparis pectoralis	1	0	1	0	1	1	2
Triphoturus mexicanus	?	1	?	2	0	1	3
Cottus caeruleomentum	1	?	1	?	1	0	3
Pterygotrigla guezei	1	?	1	?	1	0	3
Petrocephalus tenuicauda	?	1	?	1	0	1	3
Melamphaes janae	?	1	?	2	0	1	3
Pseudocheirodon arnoldi	?	1	?	2	0	0	3
Trinectes xanthurus	?	1	?	1	0	1	3
Thalassoma lutescens	1	?	1	?	1	0	3
Naso caeruleacauda	1	1	1	1	1	1	3
Leiarius longibarbis	1	?	2	?	1	0	3
Aspidoras spilotus	1	?	2	?	1	0	3
Ariosoma coquettei	1	0	1	0	1	1	2
Cyprinella formosa	1	1	2	2	0	0	3
Gymnocanthus herzensteini	1	?	1	?	1	0	3
Tetrosomus gibbosus	1	1	1	2	1	1	3
Diaphus richardsoni	?	1	?	2	0	1	3
Callichthys callichthys	1	1	2	2	0	0	3
Bodianus izuensis	1	?	1	?	1	0	3
Doras higuchii	1	?	2	?	1	0	3
Acanthurus reversus	1	1	1	1	1	1	3
Synodontis irsacae	1	?	2	?	1	0	3
Chirolophis wui	1	?	1	?	1	0	3
Cubanichthys pengelleyi	1	?	1	?	1	0	3
Pangasius macronema	1	1	2	2	0	0	3
Lycodes ocellatus	1	?	1	?	1	0	3
Clarias angolensis	1	1	2	2	0	0	3
Channichthys velifer	1	?	2	?	1	0	3
Psednos andriashevi	1	?	1	?	1	0	3
Lophiodes insidiator	1	?	2	?	1	0	3
Cynodonichthys uroflammeus	1	?	1	?	1	0	3
Rhamdella eriarcha	1	?	2	?	1	0	3
Symphurus vanmelleae	0	0	0	0	1	1	0
Corythoichthys haematopterus	?	0	?	0	0	1	2
Batasio procerus	1	?	2	?	1	0	3
Clarias longior	1	?	1	?	1	0	3
Lycenchelys pequenoi	1	?	1	?	1	0	3
Ixinandria montebelloi	1	1	2	2	0	0	3
Physopyxis cristata	1	?	2	?	1	0	3
Bascanichthys myersi	?	0	?	0	0	1	2
Peckoltia cavatica	1	?	2	?	1	0	3
Stegophilus insidiosus	1	?	1	?	1	0	3
Elassodiscus caudatus	1	?	2	?	0	0	3
Euchilichthys boulengeri	1	?	2	?	1	0	3
Gavialiceps javanicus	1	0	1	0	1	1	2
Chasmocranus lopezi	1	1	2	2	0	0	3
Amblyceps apangi	1	?	2	?	1	0	3
Careproctus macrophthalmus	1	?	1	?	1	0	3
Aphanius vladykovi	1	?	1	?	1	0	3
Chiloglanis emarginatus	1	?	2	?	1	0	3
Brachyrhaphis punctifer	1	?	2	?	1	0	3
Eumecichthys fiski	1	0	1	0	0	0	2
Parabothus coarctatus	1	1	1	1	1	1	3
Notropis scepticus	1	1	2	2	0	0	3
Cetopsis gobioides	1	1	2	2	0	0	3
Citharichthys dinoceros	1	?	2	?	1	0	3
Petroscirtes mitratus	1	?	1	?	1	0	3
Ompok binotatus	1	?	1	?	1	0	3
Chasmocranus surinamensis	1	?	2	?	1	0	3
Homodiaetus banguela	1	?	1	?	1	0	3
Chauliodus dentatus	?	1	?	1	0	1	3
Clepticus parrae	1	?	1	?	1	0	3
Ichthyscopus fasciatus	1	?	2	?	1	0	3
Acanthurus maculiceps	1	1	1	1	1	1	3
Alepes apercna	1	?	1	?	1	0	3
Austrolycus depressiceps	1	?	1	?	1	0	3
Rhamphichthys longior	1	0	1	0	1	1	2
Paraliparis attenuatus	1	0	1	0	1	1	2
Halosaurus ridgwayi	?	1	?	1	0	1	3
Pimelodella wolfi	1	?	2	?	1	0	3
Sternarchorhynchus jaimei	1	0	1	0	1	1	2
Ageneiosus piperatus	1	?	2	?	1	0	3
Porocottus minutus	1	?	1	?	1	0	3
Alabes brevis	0	0	0	0	0	0	0
Symbolophorus reversus	?	1	?	2	0	1	3
Chapalichthys peraticus	1	?	1	?	1	0	3
Artedius harringtoni	1	?	1	?	1	0	3
Arnoglossus laterna	1	1	1	2	1	0	3
Halophryne ocellatus	1	1	2	2	1	1	3
Notolycodes schmidti	1	?	1	?	1	0	3
Bathycongrus guttulatus	?	0	?	0	0	1	2
Astyanax stilbe	1	?	2	?	1	0	3
Ancistrus parecis	1	?	2	?	1	0	3
Pterygotrigla multipunctata	1	?	1	?	1	0	3
Aldrovandia rostrata	?	1	?	1	0	1	3
Labichthys carinatus	1	0	1	0	1	1	2
Bathycongrus trimaculatus	?	0	?	0	0	1	2
Astyanax intermedius	1	?	2	?	1	0	3
Lubbockichthys multisquamatus	1	1	1	1	1	1	3
Ameiurus natalis	1	1	2	2	0	0	3
Bembrops greyi	1	?	2	?	1	0	3
Vanacampus phillipi	?	0	?	0	0	1	2
Psednos micruroides	1	?	2	?	0	0	3
Manonichthys paranox	1	?	1	?	1	0	3
Hippocampus pontohi	?	0	?	0	0	1	2
Protomyctophum crockeri	?	1	?	2	0	1	3
Irvineia voltae	1	?	1	?	1	0	3
Corydoras coriatae	1	?	2	?	1	0	3
Furcina ishikawae	1	?	1	?	1	0	3
Pterygotrigla polyommata	1	?	1	?	1	0	3
Symbolophorus californiensis	?	1	?	2	0	1	3
Harttia trombetensis	1	?	2	?	1	0	3
Hippocampus camelopardalis	?	0	?	0	0	1	2
Torquigener hicksi	1	1	1	2	1	1	3
Simenchelys parasitica	1	0	1	0	0	1	2
Pimelodella transitoria	1	?	2	?	1	0	3
Cirrhilabrus katoi	1	1	2	2	1	1	3
Pimelodus pictus	1	1	2	2	0	0	3
Nettenchelys exoria	0	0	0	0	1	1	0
Monopterus hodgarti	?	0	?	0	0	1	2
Phenacobius mirabilis	1	1	2	2	0	0	3
Bodianus diplotaenia	1	?	1	?	1	0	3
Lythrurus fasciolaris	1	1	2	2	1	0	3
Canthidermis sufflamen	1	1	1	2	1	1	3
Cyprinodon bovinus	1	?	1	?	1	0	3
Sciadonus galatheae	1	?	1	?	1	0	3
Citharichthys sordidus	1	?	2	?	1	0	3
Lycodes jugoricus	1	?	1	?	1	0	3
Citharichthys surinamensis	1	?	2	?	1	0	3
Poeciliopsis paucimaculata	1	?	2	?	1	0	3
Lycenchelys imamurai	1	?	1	?	1	0	3
Archolaemus blax	1	0	2	0	0	0	2
Oxydoras niger	1	1	2	2	0	0	3
Ehirava fluviatilis	1	?	1	?	1	0	3
Cottus amblystomopsis	1	?	1	?	1	0	3
Ancistrus multispinis	1	?	2	?	1	0	3
Heteroconger chapmani	0	0	0	0	1	1	0
Heterobranchus bidorsalis	1	1	2	2	0	0	3
Phyllophryne scortea	1	1	1	1	1	1	3
Acestrorhynchus falcirostris	1	1	2	2	0	0	3
Encheloclarias curtisoma	1	?	1	?	1	0	3
Myripristis clarionensis	?	1	?	2	0	1	3
Belone belone	1	?	1	?	1	0	3
Glyptothorax trewavasae	1	?	2	?	1	0	3
Corydoras diphyes	1	?	2	?	1	0	3
Mentodus facilis	1	?	1	?	1	0	3
Trachyrhamphus serratus	?	0	?	0	0	1	2
Monolene asaedai	1	1	1	1	1	1	3
Gibberichthys pumilus	?	1	?	2	0	1	3
Anguilla reinhardtii	1	0	1	0	1	1	2
Paraliparis bathybius	1	0	2	0	0	1	2
Phallocottus obtusus	1	?	1	?	1	0	3
Megadontognathus cuyuniense	1	0	2	0	0	0	2
Trichomycterus fuliginosus	1	?	1	?	1	0	3
Lycodapus microchir	1	?	1	?	1	0	3
Dinotopterus cunningtoni	1	1	2	2	0	0	3
Hysteronotus megalostomus	?	1	?	2	0	0	3
Liparis fucensis	1	?	1	?	1	0	3
Liparis latifrons	1	?	1	?	1	0	3
Paraliparis leucoglossus	1	0	1	0	1	1	2
Ranzania laevis	1	0	2	0	0	0	2
Chiloglanis kalambo	1	?	2	?	1	0	3
Microsynodontis armatus	1	?	2	?	1	0	3
Hemerocoetes morelandi	1	?	2	?	1	0	3
Imparfinis hasemani	1	?	2	?	1	0	3
Orestias pentlandii	1	?	1	?	1	0	3
Aseraggodes kimurai	?	1	?	1	0	1	3
Ariosoma opistophthalmum	1	0	1	0	1	1	2
Gymnotus maculosus	1	0	1	0	1	1	2
Istiblennius zebra	1	?	1	?	1	0	3
Tatia jaracatia	1	?	2	?	1	0	3
Parapercis dockinsi	1	?	2	?	1	0	3
Gephyrocharax whaleri	?	1	?	2	0	0	3
Chauliodus minimus	?	1	?	1	0	1	3
Entomacrodus caudofasciatus	1	?	1	?	1	0	3
Gambusia puncticulata	1	?	2	?	1	0	3
Aphyosemion pascheni	1	?	2	?	1	0	3
Clarias hilli	1	?	1	?	1	0	3
Paraconger notialis	1	0	1	0	1	1	2
Orestias taquiri	1	?	1	?	1	0	3
Leptocephalus grassianus	?	0	?	0	0	1	2
Ecsenius axelrodi	1	?	1	?	1	0	3
Corydoras longipinnis	1	?	2	?	1	0	3
Scolecenchelys tasmaniensis	?	0	?	0	0	1	2
Paracanthostracion lindsayi	1	1	1	2	1	1	3
Pseudancistrus coquenani	1	?	2	?	1	0	3
Epiplatys olbrechtsi	1	?	2	?	1	0	3
Diaphus malayanus	?	1	?	2	0	1	3
Doras carinatus	1	1	2	2	0	0	3
Trichomycterus claudiae	1	?	1	?	1	0	3
Meiacanthus lineatus	1	?	1	?	1	0	3
Uncisudis posteropelvis	1	1	2	2	1	1	3
Pteragogus flagellifer	1	1	2	2	1	1	3
Apterichtus flavicaudus	?	0	?	0	0	1	2
Himantolophus danae	1	0	1	0	1	1	2
Acanthurus japonicus	1	1	1	1	1	1	3
Conta pectinata	1	?	2	?	1	0	3
Iluocoetes elongatus	1	?	1	?	1	0	3
Brachyrhamdia imitator	1	1	2	2	0	0	3
Muraena melanotis	0	0	0	0	1	1	0
Eumicrotremus asperrimus	1	?	1	?	1	0	3
Enchelycore nigricans	0	0	0	0	1	1	0
Symphurus rhytisma	0	0	0	0	1	1	0
Opsanus pardus	1	1	2	2	1	1	3
Gnathophis neocaledoniensis	?	0	?	0	0	1	2
Chlopsis olokun	0	0	0	0	1	1	0
Temnocora candida	1	?	1	?	1	0	3
Grammatobothus krempfi	1	1	1	1	1	1	3
Holtbyrnia ophiocephala	1	?	1	?	1	0	3
Nanobagrus immaculatus	1	?	2	?	1	0	3
Hippichthys penicillus	?	0	?	0	0	1	2
Pseudoplesiops howensis	1	1	1	1	1	1	3
Choerodon vitta	1	?	1	?	1	0	3
Hisonotus taimensis	1	?	2	?	0	0	3
Sargocentron coruscum	?	1	?	2	0	1	3
Synodus marchenae	?	1	?	2	0	1	3
Pangasius lithostoma	1	?	2	?	1	0	3
Eremophilus mutisii	1	0	1	0	0	0	2
Malapterurus shirensis	1	?	2	?	1	0	3
Triglops murrayi	1	?	1	?	1	0	3
Patagonotothen tessellata	1	?	2	?	1	0	3
Channa micropeltes	1	?	1	?	1	0	3
Hippocampus angustus	?	0	?	0	0	1	2
Hemiodus semitaeniatus	1	1	2	1	0	0	3
Microctenopoma pekkolai	1	1	1	1	1	1	3
Ammodytes dubius	1	?	1	?	1	0	3
Aplocheilichthys katangae	1	?	2	?	1	0	3
Clarias stappersii	1	?	1	?	1	0	3
Belonoglanis brieni	1	?	2	?	1	0	3
Gambusia aurata	1	?	2	?	1	0	3
Glyptothorax lonah	1	?	2	?	1	0	3
Macropharyngodon ornatus	1	?	1	?	1	0	3
Pareiorhaphis bahianus	1	1	2	2	0	0	3
Myoxocephalus polyacanthocephalus	1	?	1	?	1	0	3
Xenomystus nigri	1	?	1	?	1	0	3
Careproctus ampliceps	1	?	1	?	1	0	3
Microsynodontis christyi	1	1	2	2	1	0	3
Imparfinis hollandi	1	1	2	2	0	0	3
Tridentopsis pearsoni	1	?	1	?	1	0	3
Monopterus dienbienensis	?	0	?	0	0	1	2
Microphis dunckeri	?	0	?	0	0	1	2
Trichomycterus taczanowskii	1	?	1	?	1	0	3
Triglops macellus	1	?	1	?	1	0	3
Chaetostoma niveum	1	?	2	?	1	0	3
Cyprinodon beltrani	1	?	1	?	1	0	3
Ariopsis latirostris	1	1	2	2	0	0	3
Hemiancistrus landoni	1	1	2	2	0	0	3
Protoblepharon rosenblatti	?	1	?	2	0	1	3
Galaxias olidus	1	1	1	2	1	1	3
Thoburnia hamiltoni	?	1	?	2	0	0	3
Caranx hippos	1	?	1	?	1	0	3
Himantolophus cornifer	1	0	1	0	1	1	2
Noturus phaeus	1	?	2	?	1	0	3
Cottus aturi	1	?	1	?	1	0	3
Astyanax scabripinnis	1	?	2	?	1	0	3
Omobranchus germaini	1	?	1	?	1	0	3
Gymnotus henni	1	0	1	0	1	1	2
Poeciliopsis catemaco	1	?	2	?	1	0	3
Mystus punctifer	1	?	2	?	1	0	3
Monodactylus falciformis	1	0	1	0	1	1	2
Gymnothorax flavimarginatus	0	0	0	0	1	1	0
Kuiterichthys furcipilis	1	1	1	1	1	1	3
Gerlachea australis	1	1	2	2	0	1	3
Anampses lineatus	1	?	1	?	1	0	3
Alosa chrysochloris	1	?	1	?	1	0	3
Cyclocheilichthys furcatus	?	1	?	2	0	0	3
Hippocampus jayakari	?	0	?	0	0	1	2
Gymnothorax fuscomaculatus	0	0	0	0	1	1	0
Pteronotropis welaka	1	1	2	2	0	0	3
Paramonacanthus cryptodon	1	0	1	0	1	1	2
Sternopygus aequilabiatus	1	0	1	0	1	1	2
Trachurus picturatus	1	?	1	?	1	0	3
Choerodon gomoni	1	?	1	?	1	0	3
Caenotropus maculosus	?	1	?	2	0	0	3
Symphurus gorgonae	0	0	0	0	1	1	0
Ophichthus rufus	?	0	?	0	0	1	2
Auchenipterus britskii	1	?	2	?	1	0	3
Henonemus punctatus	1	?	1	?	1	0	3
Halichoeres rubrovirens	1	?	1	?	1	0	3
Ictalurus australis	1	1	2	2	0	0	3
Stolephorus indicus	?	1	?	2	0	0	3
Apionichthys dumerili	?	1	?	1	0	1	3
Percophis brasiliensis	1	?	2	?	1	0	3
Coelophrys arca	1	?	2	?	1	0	3
Astronesthes tanibe	?	1	?	1	0	1	3
Limia nigrofasciata	1	?	2	?	1	0	3
Hippocampus grandiceps	?	0	?	0	0	1	2
Taaningichthys minimus	?	1	?	2	0	1	3
Saccopharynx lavenbergi	1	0	1	0	1	1	2
Fundulus stellifer	1	?	2	?	1	0	3
Pseudochromis reticulatus	1	1	1	1	1	1	3
Microsynodontis lamberti	1	?	2	?	1	0	3
Astroblepus mariae	1	?	2	?	1	0	3
Uropterygius oligospondylus	0	0	0	0	1	1	0
Minytrema melanops	?	1	?	2	0	0	3
Paralichthys microps	1	?	2	?	1	0	3
Corydoras napoensis	1	?	2	?	0	0	3
Harttia kronei	1	?	2	?	1	0	3
Paramonacanthus otisensis	1	0	1	0	1	1	2
Ricuzenius pinetorum	1	?	1	?	1	0	3
Lycodonus malvinensis	1	?	1	?	1	0	3
Cathorops manglarensis	1	?	2	?	1	0	3
Lumpenus sagitta	1	?	1	?	1	0	3
Gymnothorax pindae	0	0	0	0	1	1	0
