taxa_name	pectoral_fin	pelvic_fin	pectoral_inferred	pelvic_inferred	pectoral_propagated	pelvic_propagated	paired_fin
Orestias mooni	1	?	1	?	1	0	3
Halichoeres notospilus	1	?	1	?	1	0	3
Melamphaes macrocephalus	?	1	?	2	0	1	3
Dolopichthys dinema	1	0	1	0	1	1	2
Dentectus barbarmatus	1	?	2	?	1	0	3
Plotosus nkunga	1	?	2	?	1	0	3
Mylopharodon conocephalus	1	1	2	2	0	0	3
Ophichthus hyposagmatus	?	0	?	0	0	1	2
Brachirus elongatus	?	1	?	1	0	1	3
Notropis texanus	1	1	2	2	0	0	3
Gyrinichthys minytremus	1	?	1	?	1	0	3
Ophisternon bengalense	0	0	0	0	0	0	0
Callopanchax toddi	1	?	2	?	1	0	3
Alabes scotti	0	?	0	?	1	0	1
Corydoras similis	1	?	2	?	1	0	3
Leptodoras nelsoni	1	?	2	?	1	0	3
Parachela oxygastroides	?	1	?	2	0	0	3
Arnoglossus scapha	1	1	1	1	1	1	3
Glyptothorax platypogonides	1	?	2	?	0	0	3
Fundulopanchax gularis	1	?	2	?	1	0	3
Oxycheilinus mentalis	1	1	2	2	0	0	3
Chaunax fimbriatus	1	?	2	?	1	0	3
Symphurus melanurus	0	0	0	0	1	1	0
Papiliolebias hatinne	1	?	1	?	1	0	3
Pterygotrigla urashimai	1	?	1	?	1	0	3
Paravandellia oxyptera	1	?	1	?	1	0	3
Harpagifer bispinis	1	?	2	?	1	0	3
Metaloricaria nijsseni	1	?	2	?	1	0	3
Aseraggodes chapleaui	?	1	?	1	0	1	3
Hypostomus coppenamensis	1	?	2	?	1	0	3
Lamprogrammus niger	1	0	1	0	0	0	2
Pangio anguillaris	1	1	2	2	0	0	3
Astyanax festae	1	?	2	?	1	0	3
Heteromycteris japonicus	?	1	?	1	0	1	3
Ameiurus platycephalus	1	1	2	2	0	0	3
Congrogadus spinifer	1	?	1	?	1	0	3
Ictalurus lupus	1	1	2	2	0	0	3
Akysis varius	1	?	2	?	1	0	3
Bleekeria mitsukurii	1	1	1	1	1	1	3
Orestias tchernavini	1	?	1	?	1	0	3
Aplocheilichthys fuelleborni	1	?	2	?	1	0	3
Myctophum fissunovi	?	1	?	2	0	1	3
Pagothenia brachysoma	1	?	2	?	1	0	3
Lampanyctus macropterus	?	1	?	2	0	1	3
Microsynodontis vigilis	1	1	2	2	0	0	3
Clarias engelseni	1	?	1	?	1	0	3
Anisochromis kenyae	1	1	1	1	1	1	3
Cetomimus gillii	1	0	2	0	1	1	2
Lampanyctus simulator	?	1	?	2	0	1	3
Monognathus jesperseni	0	0	0	0	1	1	0
Cirrhilabrus roseafascia	1	1	2	2	1	1	3
Remora australis	1	1	2	2	0	0	3
Astyanax anterior	1	?	2	?	1	0	3
Leptodoras acipenserinus	1	?	2	?	1	0	3
Neoheterandria cana	1	?	2	?	1	0	3
Poeciliopsis viriosa	1	?	2	?	1	0	3
Pyrolycus moelleri	1	?	1	?	1	0	3
Cynoglossus trigrammus	0	0	0	0	1	1	0
Phalloceros caudimaculatus	1	?	2	?	1	0	3
Choerodon sugillatum	1	?	1	?	1	0	3
Perulibatrachus kilburni	1	1	2	2	1	1	3
Aseraggodes steinitzi	?	1	?	1	0	1	3
Tyttocharax madeirae	?	1	?	2	0	0	3
Acanthurus thompsoni	1	1	1	1	1	1	3
Abalistes stellaris	1	1	1	2	1	1	3
Mystus dibrugarensis	1	?	2	?	1	0	3
Bathophilus digitatus	?	1	?	1	0	1	3
Trichomycterus unicolor	1	?	1	?	1	0	3
Capros aper	1	1	2	2	0	0	3
Loricariichthys brunneus	1	1	2	2	0	0	3
Channa striata	1	?	1	?	1	0	3
Brachaluteres jacksonianus	1	0	1	0	1	1	2
Schultzichthys gracilis	1	?	1	?	1	0	3
Xiphister atropurpureus	1	?	1	?	1	0	3
Odaxothrissa mento	1	1	1	2	1	0	3
Barathronus solomonensis	1	?	1	?	1	0	3
Lycodes seminudus	1	?	1	?	1	0	3
Hypancistrus debilittera	1	?	2	?	1	0	3
Conger triporiceps	?	0	?	0	0	1	2
Heterobranchus isopterus	1	1	1	2	1	0	3
Trachinotus goreensis	1	?	1	?	1	0	3
Entomacrodus randalli	1	?	1	?	1	0	3
Gambusia manni	1	?	2	?	1	0	3
Cirrhilabrus brunneus	1	1	2	2	1	1	3
Typhlichthys subterraneus	1	0	1	0	0	0	2
Mentodus crassus	1	?	1	?	1	0	3
Allotoca diazi	1	?	1	?	1	0	3
Otocinclus mariae	1	?	2	?	1	0	3
Batrachoides walkeri	1	1	2	2	1	1	3
Chelonodon pleurospilus	1	1	1	2	1	1	3
Iniistius pavo	1	?	1	?	1	0	3
Hypostomus variostictus	1	?	2	?	1	0	3
Hara mesembrina	1	?	2	?	1	0	3
Neocyttus rhomboidalis	1	1	2	2	0	0	3
Pholis gunnellus	1	?	2	?	1	0	3
Microglanis zonatus	1	?	2	?	1	0	3
Ophichthus microcephalus	?	0	?	0	0	1	2
Ariosoma selenops	1	0	1	0	1	1	2
Notropis oxyrhynchus	1	1	2	2	0	0	3
Serrivomer samoensis	1	0	1	0	1	1	2
Hypostomus obtusirostris	1	?	2	?	1	0	3
Parachaenichthys georgianus	1	1	2	2	1	1	3
Corydoras mamore	1	?	2	?	1	0	3
Electrophorus electricus	1	0	1	0	0	0	2
Neostethus villadolidi	1	?	1	?	1	0	3
Bhanotia fasciolata	?	0	?	0	0	1	2
Liparis chefuensis	1	?	1	?	1	0	3
Diaphus aliciae	?	1	?	2	0	1	3
Notropis nazas	1	1	2	2	0	0	3
Hypostomus saramaccensis	1	?	2	?	1	0	3
Campichthys nanus	?	0	?	0	0	1	2
Leptostomias bilobatus	?	1	?	1	0	1	3
Saurenchelys meteori	0	0	0	0	1	1	0
Corydoras gomezi	1	?	2	?	1	0	3
Cottus kazika	1	?	1	?	1	0	3
Dibranchus atlanticus	1	?	2	?	1	0	3
Stomias longibarbatus	?	1	?	1	0	1	3
Astroblepus longiceps	1	?	2	?	1	0	3
Phallotorynus psittakos	1	?	2	?	1	0	3
Pimelodella dorseyi	1	?	2	?	1	0	3
Dieidolycus adocetus	1	?	1	?	1	0	3
Arnoglossus septemventralis	1	1	1	1	1	1	3
Laimosemion kirovskyi	1	?	1	?	1	0	3
Paraliparis badius	1	0	1	0	1	1	2
Engraulis ringens	1	1	2	2	0	0	3
Microsynodontis polli	1	?	2	?	1	0	3
Ceratias uranoscopus	1	0	1	0	1	1	2
Hypostomus mutucae	1	?	2	?	1	0	3
Gymnothorax neglectus	0	0	0	0	1	1	0
Ophisurus macrorhynchos	?	0	?	0	0	1	2
Cyprinodon radiosus	1	?	1	?	1	0	3
Scolecenchelys nicholsae	?	0	?	0	0	1	2
Trichomycterus brunoi	1	?	1	?	1	0	3
Brachyglanis microphthalmus	1	?	2	?	1	0	3
Lythrurus atrapiculus	1	?	2	?	1	0	3
Gymnothorax annasona	0	0	0	0	1	1	0
Ompok goae	1	?	1	?	1	0	3
Ameca splendens	1	?	1	?	1	0	3
Pangasius humeralis	1	?	2	?	1	0	3
Trichomycterus regani	1	?	1	?	1	0	3
Pungitius platygaster	1	?	1	?	1	0	3
Auchenipterus menezesi	1	?	2	?	1	0	3
Chlidichthys auratus	1	1	1	1	1	1	3
Lamprichthys tanganicanus	1	?	2	?	1	0	3
Symphurus luzonensis	0	0	0	0	1	1	0
Pseudolabrus eoethinus	1	?	1	?	1	0	3
Pseudecheneis paucipunctata	1	?	2	?	1	0	3
Torquigener altipinnis	1	1	1	2	1	1	3
Skiffia lermae	1	?	1	?	1	0	3
Platanichthys platana	1	1	1	1	1	0	3
Aseraggodes xenicus	?	1	?	1	0	1	3
Acanthurus nigricans	1	1	1	1	1	1	3
Linophryne densiramus	1	0	1	0	1	1	2
Leptacanthichthys gracilispinis	1	0	1	0	1	1	2
Parabathymyrus karrerae	1	0	1	0	1	1	2
Gymnothorax richardsonii	0	0	0	0	1	1	0
Pimelodella notomelas	1	?	2	?	1	0	3
Thalassoma virens	1	?	1	?	1	0	3
Psednos steini	1	?	1	?	1	0	3
Careproctus bathycoetus	1	?	1	?	1	0	3
Prototroctes oxyrhynchus	1	?	2	?	1	0	3
Epiplatys hildegardae	1	?	2	?	1	0	3
Sturisoma nigrirostrum	1	?	2	?	1	0	3
Halichoeres bivittatus	1	?	1	?	1	0	3
Schistura breviceps	1	1	2	2	0	0	3
Helogenes uruyensis	1	?	2	?	1	0	3
Monodactylus kottelati	1	0	1	0	1	1	2
Amblygaster sirm	1	?	1	?	1	0	3
Thermobiotes mytilogeiton	0	0	0	0	0	1	0
Pseudochromis pesi	1	1	1	1	1	1	3
Lestidium pseudosphyraenoides	1	1	2	2	1	1	3
Notropis maculatus	1	1	2	2	0	0	3
Cosmocampus howensis	?	0	?	0	0	1	2
Moxostoma rupiscartes	?	1	?	2	0	0	3
Pimelodella laurenti	1	?	2	?	1	0	3
Astyanax microschemos	1	?	2	?	1	0	3
Pareiorhaphis cerosus	1	?	2	?	1	0	3
Corythoichthys nigripectus	?	0	?	0	0	1	2
Trachelyopterus ceratophysus	1	?	2	?	1	0	3
Malapterurus oguensis	1	?	2	?	1	0	3
Centrobranchus choerocephalus	?	1	?	2	0	1	3
Aphanius mesopotamicus	1	?	1	?	1	0	3
Yirrkala macrodon	?	0	?	0	0	1	2
Pseudomyrophis fugesae	?	0	?	0	0	1	2
Astronesthes gemmifer	?	1	?	1	0	1	3
Hoplostethus vniro	?	1	?	2	0	1	3
Notropis bifrenatus	1	1	2	2	0	0	3
Dysomma melanurum	?	0	?	0	0	1	2
Channa bleheri	1	?	1	?	1	0	3
Phyllonemus brichardi	1	?	2	?	1	0	3
Corynopoma riisei	?	1	?	2	0	0	3
Lepidotrigla guentheri	1	?	1	?	1	0	3
Ctenopoma maculatum	1	1	1	1	1	1	3
Astyanax rupununi	1	?	2	?	1	0	3
Careproctus parvidiscus	1	?	1	?	1	0	3
Ompok leiacanthus	1	1	2	2	0	0	3
Plagiotremus rhinorhynchos	1	1	1	1	1	0	3
Simpsonichthys inaequipinnatus	1	?	1	?	1	0	3
Synbranchus lampreia	0	0	0	0	0	0	0
Ophthalmolycus campbellensis	1	?	1	?	1	0	3
Anablepsoides jucundus	1	?	1	?	1	0	3
Herklotsichthys punctatus	1	1	1	2	1	0	3
Silurus chantrei	1	?	1	?	1	0	3
Centromochlus schultzi	1	?	2	?	0	0	3
Profundulus candalarius	1	?	2	?	1	0	3
Gordiichthys randalli	?	0	?	0	0	1	2
Pseudomyrophis nimius	?	0	?	0	0	1	2
Parapercis nebulosa	1	?	2	?	1	0	3
Ilisha elongata	1	1	1	1	1	0	3
Benthenchelys indicus	?	0	?	0	0	1	2
Otocinclus vittatus	1	1	2	2	0	0	3
Lithodoras dorsalis	1	?	2	?	1	0	3
Yirrkala moluccensis	?	0	?	0	0	1	2
Pungitius hellenicus	1	?	1	?	1	0	3
Lampadena pontifex	?	1	?	2	0	1	3
Ilyophis robinsae	?	0	?	0	0	1	2
Ophichthus omorgmus	?	0	?	0	0	1	2
Cirrisalarias bunares	1	?	1	?	1	0	3
Imparfinis mirini	1	1	2	2	0	0	3
Erimystax insignis	1	?	2	?	1	0	3
Pictichromis diadema	1	?	1	?	1	0	3
Ctenopoma garuanum	1	1	1	1	1	1	3
Clariallabes teugelsi	1	?	1	?	1	0	3
Acantholabrus palloni	1	?	1	?	1	0	3
Gymnothorax chilospilus	0	0	0	0	1	1	0
Stethojulis terina	1	?	1	?	1	0	3
Ossancora punctata	1	?	2	?	1	0	3
Loricariichthys cashibo	1	?	2	?	1	0	3
Eigenmannia virescens	1	0	2	0	0	0	2
Pimelodella hasemani	1	?	2	?	1	0	3
Paraliparis hubbsi	1	0	1	0	1	1	2
Melamphaes microps	?	1	?	2	0	1	3
Lycenchelys ratmanovi	1	?	1	?	1	0	3
Rasbora vaterifloris	1	?	2	?	0	0	3
Thyriscus anoplus	1	?	1	?	1	0	3
Kali colubrina	1	?	2	?	1	0	3
Bascanichthys sibogae	?	0	?	0	0	1	2
Clarias alluaudi	1	?	1	?	1	0	3
Erethistoides montana	1	1	2	2	0	0	3
Ctenopoma gabonense	1	1	1	1	1	1	3
Symphurus marmoratus	0	0	0	0	1	1	0
Gambusia marshi	1	?	2	?	1	0	3
Synodontis dekimpei	1	?	2	?	1	0	3
Potamothrissa acutirostris	1	?	1	?	1	0	3
Allocyttus niger	1	1	2	2	0	0	3
Myoxocephalus niger	1	?	1	?	1	0	3
Psettina iijimae	1	1	1	1	1	1	3
Prionotus alatus	1	?	1	?	1	0	3
Sternarchorhynchus caboclo	1	0	1	0	1	1	2
Congothrissa gossei	1	?	1	?	1	0	3
Adontosternarchus clarkae	1	0	1	0	1	1	2
Doumea sanaga	1	?	2	?	1	0	3
Aphanius stiassnyae	1	?	1	?	1	0	3
Zebrasoma flavescens	1	1	1	1	1	1	3
Chrysichthys walkeri	1	1	2	2	0	0	3
Apterichtus kendalli	?	0	?	0	0	1	2
Kathetostoma giganteum	1	?	2	?	1	0	3
Parauchenoglanis balayi	1	1	2	1	0	0	3
Lasiognathus saccostoma	1	0	1	0	1	1	2
Porichthys oculellus	1	1	2	2	1	1	3
Euristhmus nudiceps	1	?	2	?	1	0	3
Kneria auriculata	?	1	?	1	0	0	3
Mugil cephalus	?	1	?	2	0	0	3
Poeciliopsis turrubarensis	1	?	2	?	1	0	3
Orestias gymnotus	1	?	1	?	1	0	3
Photonectes phyllopogon	?	1	?	1	0	1	3
Cynoglossus sibogae	0	0	0	0	1	1	0
Nettastoma melanurum	0	0	0	0	1	1	0
Aplocheilichthys vitschumbaensis	1	?	2	?	1	0	3
Echiodon pukaki	1	0	1	0	1	1	2
Phoxocampus tetrophthalmus	?	0	?	0	0	1	2
Carpiodes cyprinus	?	1	?	2	0	0	3
Gulaphallus eximius	1	?	1	?	1	0	3
Corydoras duplicareus	1	?	2	?	1	0	3
Scartella poiti	1	?	1	?	1	0	3
Chaetostoma palmeri	1	?	2	?	1	0	3
Brochis splendens	1	1	2	2	0	0	3
Halieutaea fumosa	1	?	2	?	1	0	3
Chlidichthys chagosensis	1	1	1	1	1	1	3
Batasio dayi	1	1	2	2	0	0	3
Prionotus birostratus	1	?	1	?	1	0	3
Stomias danae	?	1	?	1	0	1	3
Cyprinus rubrofuscus	?	1	?	2	0	1	3
Wallago micropogon	1	?	1	?	1	0	3
Trichomycterus itacambirussu	1	?	1	?	1	0	3
Galaxias depressiceps	1	1	1	2	1	1	3
Astyanax altiparanae	1	?	2	?	1	0	3
Notropis imeldae	1	1	2	2	0	0	3
Leptocephalus pseudomicrocephalus	?	0	?	0	0	1	2
Horadandia atukorali	1	?	2	?	0	0	3
Myripristis earlei	?	1	?	2	0	1	3
Uroconger syringinus	?	0	?	0	0	1	2
Hippoglossus hippoglossus	?	1	?	2	0	0	3
Grammatostomias flagellibarba	?	1	?	1	0	1	3
Astyanax janeiroensis	1	?	2	?	1	0	3
Myctophum lunatum	?	1	?	2	0	1	3
Aphyosemion hofmanni	1	?	2	?	1	0	3
Cetopsorhamdia picklei	1	1	2	2	0	0	3
Lampanyctus nobilis	?	1	?	2	0	1	3
Eustomias curtatus	?	1	?	1	0	1	3
Ancylopsetta antillarum	1	?	2	?	1	0	3
Harttia uatumensis	1	?	2	?	1	0	3
Corydoras guapore	1	?	2	?	0	0	3
Monognathus ahlstromi	0	0	0	0	1	1	0
Trichomycterus spilosoma	1	?	1	?	1	0	3
Icelus euryops	1	?	1	?	1	0	3
Gymnothorax monostigma	0	0	0	0	1	1	0
Lithoxus lithoides	1	1	2	2	0	0	3
Scleromystax macropterus	1	?	2	?	1	0	3
Clupeonella abrau	1	?	1	?	1	0	3
Austroglanis sclateri	1	1	2	2	0	0	3
Acanthurus monroviae	1	1	1	1	1	1	3
Pseudanos winterbottomi	?	1	?	2	0	0	3
Bathophilus filifer	?	1	?	1	0	1	3
Porichthys kymosemeum	1	1	2	2	1	1	3
Crystallichthys cyclospilus	1	?	2	?	0	0	3
Gambusia dominicensis	1	?	2	?	1	0	3
Notropis calientis	1	1	2	2	0	0	3
Sturisomatichthys caquetae	1	?	2	?	1	0	3
Coris auricularis	1	?	1	?	1	0	3
Halichoeres kallochroma	1	?	1	?	1	0	3
Paraliparis ulochir	1	0	1	0	1	1	2
Lycenchelys platyrhina	1	?	1	?	1	0	3
Imparfinis mishky	1	?	2	?	1	0	3
Bellottia robusta	?	0	?	0	0	0	2
Hisonotus leucophrys	1	?	2	?	1	0	3
Ammodytoides xanthops	1	?	1	?	1	0	3
Notropis buchanani	1	1	2	2	0	0	3
Wallago leerii	1	?	1	?	1	0	3
Centroberyx druzhinini	?	1	?	2	0	1	3
Miuroglanis platycephalus	1	0	1	0	0	0	2
Heteroconger cobra	0	0	0	0	1	1	0
Astyanax jordanensis	1	?	2	?	1	0	3
Leptolebias aureoguttatus	1	?	1	?	1	0	3
Ancistrus leucostictus	1	?	2	?	1	0	3
Dunckerocampus chapmani	?	0	?	0	0	1	2
Atlantirivulus haraldsiolii	1	?	1	?	1	0	3
Herichthys cyanoguttatus	?	1	?	2	0	0	3
Choerodon jordani	1	?	1	?	1	0	3
Parailia pellucida	1	1	2	2	0	0	3
Paraconger caudilimbatus	1	0	1	0	1	1	2
Phractura intermedia	1	?	2	?	1	0	3
Parapercis hexophtalma	1	?	2	?	1	0	3
Aristostomias scintillans	?	1	?	1	0	1	3
Neblinichthys yaravi	1	?	2	?	1	0	3
Porocottus allisi	1	?	1	?	1	0	3
Piaractus mesopotamicus	1	1	2	2	0	0	3
Lagocephalus suezensis	1	1	1	2	1	1	3
Sternarchorhynchus higuchii	1	0	1	0	1	1	2
Ophichthus grandoculis	?	0	?	0	0	1	2
Pseudocoris bleekeri	1	?	1	?	1	0	3
Pituna compacta	1	?	1	?	1	0	3
Arnoglossus andrewsi	1	1	1	1	1	1	3
Myctophum lychnobium	?	1	?	2	0	1	3
Lefua costata	1	1	2	2	0	0	3
Petroscirtes pylei	1	?	1	?	1	0	3
Lestidiops distans	1	1	2	2	1	1	3
Symphurus elongatus	0	0	0	0	1	1	0
Tembeassu marauna	1	0	1	0	1	1	2
Chaetostoma venezuelae	1	?	2	?	1	0	3
Zebrias crossolepis	?	1	?	1	0	1	3
Protomyctophum choriodon	?	1	?	2	0	1	3
Artedielloides auriculatus	1	?	1	?	1	0	3
Gorgasia inferomaculata	0	0	0	0	1	1	0
Cynoglossus abbreviatus	0	0	0	0	1	1	0
Chrysichthys praecox	1	?	2	?	1	0	3
Nannobrachium achirus	?	1	?	2	0	1	3
Hemibagrus songdaensis	1	?	2	?	1	0	3
Chaunax nudiventer	1	?	2	?	1	0	3
Bagre panamensis	1	?	2	?	1	0	3
Bembrops raneyi	1	?	2	?	1	0	3
Ecsenius paroculus	1	?	1	?	1	0	3
Chiloglanis pretoriae	1	?	2	?	1	0	3
Gonialosa modesta	1	1	1	2	1	0	3
Astyanax laticeps	1	?	2	?	1	0	3
Carangoides fulvoguttatus	1	?	1	?	1	0	3
Grammatostomias dentatus	?	1	?	1	0	1	3
Chiloglanis sardinhai	1	?	2	?	1	0	3
Cetopsis pearsoni	1	1	2	2	0	0	3
Chiloglanis productus	1	?	2	?	1	0	3
Scopelarchoides signifer	1	1	2	2	0	0	3
Stemonosudis distans	1	1	2	2	1	1	3
Paraliparis operculosus	1	0	1	0	1	1	2
Alestopetersius hilgendorfi	1	1	2	2	0	0	3
Zoarchias major	1	?	1	?	1	0	3
Brachyrhaphis cascajalensis	1	?	2	?	1	0	3
Psettina variegata	1	1	1	1	1	1	3
Gymnothorax reevesii	0	0	0	0	1	1	0
Halieutopsis vermicularis	1	?	2	?	1	0	3
Parablennius incognitus	1	?	1	?	1	0	3
Paraliparis piceus	1	0	1	0	1	1	2
Danacetichthys galathenus	1	0	2	0	1	1	2
Paraliparis gracilis	1	0	1	0	1	1	2
Amblygaster clupeoides	1	?	1	?	1	0	3
Hara jerdoni	1	1	2	2	0	0	3
Eustomias radicifilis	?	1	?	1	0	1	3
Nemacheilus masyai	1	1	2	2	0	0	3
Barathronus multidens	1	?	1	?	1	0	3
Micropanchax kingii	1	?	2	?	1	0	3
Pimelodus maculatus	1	1	2	2	0	0	3
Physopyxis ananas	1	?	2	?	1	0	3
Arnoglossus multirastris	1	1	1	1	1	1	3
Lycodes vahlii	1	?	1	?	1	0	3
Astroblepus guentheri	1	?	2	?	1	0	3
Schilbe multitaeniatus	1	?	1	?	1	0	3
Hippoglossina tetrophthalma	1	?	2	?	1	0	3
Bagrichthys vaillantii	1	?	2	?	1	0	3
Rhabdoblennius snowi	1	?	1	?	1	0	3
Charax unimaculatus	1	?	2	?	0	0	3
Alabes hoesei	0	0	0	0	0	0	0
Alepes djedaba	1	?	1	?	1	0	3
Pseudanos trimaculatus	?	1	?	2	0	0	3
Fundulus sciadicus	1	?	2	?	1	0	3
Synodontis macrops	1	?	2	?	1	0	3
Pimelodus joannis	1	?	2	?	1	0	3
Ancylopsetta ommata	1	?	2	?	1	0	3
Mola mola	1	0	2	0	0	0	2
Trachyglanis ineac	1	?	2	?	1	0	3
Galaxias niger	1	1	1	2	1	1	3
Borostomias abyssorum	?	1	?	1	0	1	3
Sagamichthys abei	1	?	1	?	1	0	3
Gambusia rhizophorae	1	?	2	?	1	0	3
Trichomycterus giganteus	1	?	1	?	1	0	3
Hippocampus multispinus	?	0	?	0	0	1	2
Astyanax henseli	1	?	2	?	1	0	3
Corydoras robustus	1	?	2	?	1	0	3
Aspidontus tractus	1	?	1	?	1	0	3
Chaca burmensis	1	1	2	2	0	0	3
Glanapteryx anguilla	1	0&1	1	0&1	0	0	2
Sternopygus branco	1	0	1	0	1	1	2
Brachaluteres taylori	1	0	1	0	1	1	2
Torquigener marleyi	1	1	1	2	1	1	3
Stomias boa	1	1	1	1	0	0	3
Castleichthys auritus	?	0	?	0	0	1	2
Choerodon anchorago	1	?	1	?	1	0	3
Sardinella brachysoma	1	?	1	?	1	0	3
Meiacanthus reticulatus	1	?	1	?	1	0	3
Plesiolebias canabravensis	1	?	1	?	1	0	3
Synodus similis	?	1	?	2	0	1	3
Laimosemion xiphidius	1	?	1	?	1	0	3
Clarias camerunensis	1	?	1	?	1	0	3
Champsodon atridorsalis	1	?	2	?	1	0	3
Idiacanthus fasciola	?	1	?	1	0	1	3
Pholis schultzi	1	?	2	?	1	0	3
Pseudobunocephalus iheringii	1	?	2	?	0	0	3
Astroblepus formosus	1	?	2	?	1	0	3
Steindachneridion doceanum	1	?	2	?	1	0	3
Mastacembelus loennbergii	1	?	1	?	0	0	3
Brachyglanis melas	1	?	2	?	1	0	3
Macropharyngodon cyanoguttatus	1	?	1	?	1	0	3
Halichoeres radiatus	1	?	1	?	1	0	3
Symbolophorus barnardi	?	1	?	2	0	1	3
Heteroconger obscurus	0	0	0	0	1	1	0
Melamphaes indicus	?	1	?	2	0	1	3
Petrocephalus gliroides	?	1	?	1	0	1	3
Acestrorhynchus falcatus	1	1	2	2	0	0	3
Otocinclus hoppei	1	?	2	?	1	0	3
Cheirodon interruptus	1	1	2	2	0	0	3
Ipnops murrayi	1	1	2	2	0	0	3
Macroparalepis nigra	1	1	2	2	1	1	3
Thalassoma heiseri	1	?	1	?	1	0	3
Ctenopoma nigropannosum	1	1	1	1	1	1	3
Batrachocephalus mino	1	1	2	2	0	0	3
Eustomias tetranema	?	1	?	1	0	1	3
Brachyrhamdia rambarrani	1	?	2	?	1	0	3
Halichoeres aestuaricola	1	?	1	?	1	0	3
Aphyosemion volcanum	1	?	2	?	1	0	3
Gigantactis vanhoeffeni	1	0	1	0	1	1	2
Anampses twistii	1	?	1	?	1	0	3
Caecula pterygera	?	0	?	0	0	1	2
Leiocottus hirundo	1	?	1	?	1	0	3
Fundulopanchax intermittens	1	?	2	?	1	0	3
Istiblennius steindachneri	1	?	1	?	1	0	3
Artediellus schmidti	1	?	1	?	1	0	3
Cynoglossus melampetalus	0	0	0	0	1	1	0
Megalonema argentinum	1	?	2	?	1	0	3
Torquigener florealis	1	1	1	2	1	1	3
Osteogeneiosus militaris	1	1	2	2	0	0	3
Baryancistrus niveatus	1	1	2	2	0	0	3
Trichiurus nickolensis	1	0	2	0	1	1	2
Pseudopimelodus pulcher	1	?	2	?	1	0	3
Halicampus marquesensis	?	0	?	0	0	1	2
Ecsenius fijiensis	1	?	1	?	1	0	3
Heteroconger tricia	0	0	0	0	1	1	0
Micralestes eburneensis	1	1	2	2	0	0	3
Ecsenius lividanalis	1	?	1	?	1	0	3
Champsocephalus esox	1	1	2	2	1	0	3
Campellolebias intermedius	1	?	1	?	1	0	3
Aphyosemion celiae	1	?	2	?	1	0	3
Cirrhilabrus lineatus	1	1	2	2	1	1	3
Lycenchelys parini	1	?	1	?	1	0	3
Cynoglossus sinicus	0	0	0	0	1	1	0
Conta conta	1	1	2	2	0	0	3
Cyprinodon nevadensis	1	?	1	?	1	0	3
Aphyosemion citrineipinnis	1	?	2	?	1	0	3
Schilbe nyongensis	1	?	1	?	1	0	3
Eustomias polyaster	?	1	?	1	0	1	3
Hippocampus reidi	?	0	?	0	0	1	2
Melamphaes suborbitalis	1	1	2	2	0	0	3
Cyprinus carpio	1	1	2	1	0	0	3
Hippocampus queenslandicus	?	0	?	0	0	1	2
Parabathymyrus brachyrhynchus	1	0	1	0	1	1	2
Gymnothorax javanicus	0	0	0	0	1	1	0
Caranx rhonchus	1	?	1	?	1	0	3
Bunocephalus doriae	1	1	2	1	0	1	3
Callechelys eristigma	?	0	?	0	0	1	2
Pteropsaron neocaledonicus	1	?	2	?	1	0	3
Arnoglossus micrommatus	1	1	1	1	1	1	3
Ophichthus manilensis	?	0	?	0	0	1	2
Hygophum benoiti	?	1	?	2	0	1	3
Ocynectes modestus	1	?	1	?	1	0	3
Oneirodes notius	1	0	1	0	1	1	2
Pseudochromis tapeinosoma	1	1	1	1	1	1	3
Bathophilus ater	?	1	?	1	0	1	3
Ecsenius stictus	1	?	1	?	1	0	3
Nothobranchius nubaensis	1	?	2	?	1	0	3
Cyprinella gibbsi	1	?	2	?	1	0	3
Rhamdella exsudans	1	?	2	?	1	0	3
Careproctus simus	1	?	1	?	1	0	3
Scopelosaurus hoedti	1	1	2	2	0	0	3
Trigonectes rubromarginatus	1	?	1	?	1	0	3
Hypostomus denticulatus	1	?	2	?	1	0	3
Notropis hudsonius	1	1	2	2	0	0	3
Pseudojuloides mesostigma	1	?	1	?	1	0	3
Astroblepus santanderensis	1	?	2	?	1	0	3
Steatogenys ocellatus	1	0	1	0	1	1	2
Canthigaster figueiredoi	1	1	1	2	1	1	3
Ancistrus lineolatus	1	?	2	?	1	0	3
Amblyceps arunchalensis	1	?	2	?	1	0	3
Gymnotus chaviro	1	0	1	0	1	1	2
Nannostomus unifasciatus	1	1	2	2	0	0	3
Pseudocaranx chilensis	1	?	1	?	1	0	3
Asterorhombus intermedius	1	1	1	1	1	1	3
Hypostomus macushi	1	?	2	?	1	0	3
Microglanis cibelae	1	?	2	?	0	0	3
Pseudochromis fridmani	1	1	1	1	1	1	3
Apterichtus klazingai	?	0	?	0	0	1	2
Halidesmus scapularis	1	?	1	?	1	0	3
Saccodon wagneri	1	1	2	1	0	0	3
Triportheus nematurus	1	?	2	?	0	0	3
Ophthalmolycus bothriocephalus	1	?	1	?	1	0	3
Chrysichthys levequei	1	?	2	?	1	0	3
Pseudoblennius cottoides	1	?	1	?	1	0	3
Phalloceros leptokeras	1	?	2	?	1	0	3
Chiasmodon niger	1	?	2	?	1	0	3
Barathronus diaphanus	1	?	1	?	1	0	3
Pareuchiloglanis gracilicaudata	1	?	2	?	1	0	3
Pseudancistrus longispinis	1	?	2	?	1	0	3
Uropterygius xenodontus	0	0	0	0	1	1	0
Ipnops agassizii	1	1	2	2	0	0	3
